id,image_uri,geograph_uri,type,title,description,subject,creator,creator_uri,date_submitted,lat,lon,gridsquare,license_uri,format,votes,rand,width,height,aspect
1,http://www.geograph.org.uk/geophotos/00/00/00/000007_ce524193.jpg,http://www.geograph.org.uk/photo/7,representative,Minchinhampton Common,,Common,Helena Downton,http://www.geograph.org.uk/profile/5,28/04/2009 08:53,51.7026,-2.20985,SO8500,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.4488,640,480,1.33
2,http://www.geograph.org.uk/geophotos/00/00/00/000008_e11bb647.jpg,http://www.geograph.org.uk/photo/8,representative,The Footpath near Cuckoo Row,,Footpath,Helena Downton,http://www.geograph.org.uk/profile/5,28/04/2009 06:30,51.7026,-2.19538,SO8600,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.921136,639,481,1.33
3,http://www.geograph.org.uk/geophotos/00/00/00/000011_deb640a8.jpg,http://www.geograph.org.uk/photo/11,representative,"The Park, Minchinhampton",,Parkland,Helena Downton,http://www.geograph.org.uk/profile/5,28/04/2009 06:30,51.7116,-2.18094,SO8701,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.259277,640,480,1.33
4,http://www.geograph.org.uk/geophotos/00/00/00/000020_782fd0d8.jpg,http://www.geograph.org.uk/photo/20,representative,The muddy fields of Antrobus,,Farmland,Paul Baxter,http://www.geograph.org.uk/profile/6,28/04/2009 06:30,53.311,-2.51786,SJ6579,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.53298,640,480,1.33
5,http://www.geograph.org.uk/geophotos/00/00/00/000022_dace5928.jpg,http://www.geograph.org.uk/photo/22,representative,Budworth Heath,,Road,Paul Baxter,http://www.geograph.org.uk/profile/6,28/04/2009 06:30,53.3021,-2.50274,SJ6678,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.88707,640,480,1.33
6,http://www.geograph.org.uk/geophotos/00/00/00/000030_9cb04096.jpg,http://www.geograph.org.uk/photo/30,representative,Steeply folded rock strata,"Cliff scenery from the Marine Drive, south of Douglas, IOM.",Coastline/Beaches,Andy Stephenson,http://www.geograph.org.uk/profile/11,28/04/2009 06:30,54.1311,-4.50266,SC3673,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.836407,427,640,0.67
7,http://www.geograph.org.uk/geophotos/00/00/00/000031_544c0cc1.jpg,http://www.geograph.org.uk/photo/31,representative,Pulrose Power Station,"The new gas power station. Douglas, IOM. Feb 2005.",Power station,Andy Stephenson,http://www.geograph.org.uk/profile/11,28/04/2009 06:30,54.1491,-4.50374,SC3675,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.520828,515,640,0.8
8,http://www.geograph.org.uk/geophotos/00/00/00/000035_5911dd65.jpg,http://www.geograph.org.uk/photo/35,representative,"Clagh Ouyr, IOM","Looking NE from an altitude of about 470m,  along the North Barrule ridge. Ramsey on left.",Moorland,Andy Stephenson,http://www.geograph.org.uk/profile/11,28/04/2009 06:30,54.2764,-4.43464,SC4189,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.0949161,640,316,2.03
9,http://www.geograph.org.uk/geophotos/00/00/00/000036_1fc415fa.jpg,http://www.geograph.org.uk/photo/36,representative,"North Barrule, IOM.","From point 550m on the ridge, looking ENE.",Hill,Andy Stephenson,http://www.geograph.org.uk/profile/11,27/04/2009 10:40,54.2857,-4.41982,SC4290,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,4,1,640,427,1.5
10,http://www.geograph.org.uk/geophotos/00/00/00/000038_2f1fbb61.jpg,http://www.geograph.org.uk/photo/38,representative,North Barrule summit pyramid: IOM.,Looking across the saddle from point 533m. Feb 2005. Lake District fells visible in background.,Summit,Andy Stephenson,http://www.geograph.org.uk/profile/11,28/04/2009 06:30,54.286,-4.40447,SC4390,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.912098,640,408,1.57
11,http://www.geograph.org.uk/geophotos/00/00/00/000099_b8dabc46.jpg,http://www.geograph.org.uk/photo/99,representative,Kinmel Bay,"9th March, 2005",Coastline/Beaches,Paul Baxter,http://www.geograph.org.uk/profile/6,27/04/2009 10:40,53.3114,-3.52362,SH9880,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,4,1,480,640,0.75
12,http://www.geograph.org.uk/geophotos/00/00/01/000101_e8dbeae3.jpg,http://www.geograph.org.uk/photo/101,representative,Lilla Cross,Probably the oldest of many crosses on the North York Moors it is said to mark the grave of Lilla who died when saving King Edwin from assassination in 626,Cross,Paul Allison,http://www.geograph.org.uk/profile/12,27/04/2009 10:40,54.3742,-0.637457,SE8898,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,4,1,480,640,0.75
13,http://www.geograph.org.uk/geophotos/00/00/01/000117_5946c6b8.jpg,http://www.geograph.org.uk/photo/117,representative,Sheep in Antrobus fields,,Fields,Paul Baxter,http://www.geograph.org.uk/profile/6,28/04/2009 06:30,53.3291,-2.50306,SJ6681,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.275741,512,640,0.8
14,http://www.geograph.org.uk/geophotos/00/00/01/000124_ab5a173a.jpg,http://www.geograph.org.uk/photo/124,representative,Fields near Rhuallt,,Farmland,Paul Baxter,http://www.geograph.org.uk/profile/6,28/04/2009 06:30,53.2685,-3.35712,SJ0975,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.642411,640,480,1.33
15,http://www.geograph.org.uk/geophotos/00/00/01/000125_514965d9.jpg,http://www.geograph.org.uk/photo/125,representative,"Pool off Pools Platt Lane, Antrobus",,Pool,Paul Baxter,http://www.geograph.org.uk/profile/6,28/04/2009 06:30,53.32,-2.51797,SJ6580,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.384831,640,512,1.25
16,http://www.geograph.org.uk/geophotos/00/00/01/000126_d8294a01.jpg,http://www.geograph.org.uk/photo/126,representative,Fields near Hollies Farm,,Farmland,Paul Baxter,http://www.geograph.org.uk/profile/6,28/04/2009 06:30,53.3201,-2.50296,SJ6680,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.996924,512,640,0.8
17,http://www.geograph.org.uk/geophotos/00/00/01/000177_e86265b3.jpg,http://www.geograph.org.uk/photo/177,representative,Aldershot - Home of the British Army,"The fine old Douglas Dakota, KP208, outside the Airborne Forces Museum, Aldershot, Hampshire.",Urban landmark,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.2556,-0.76031,SU8651,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.830125,640,480,1.33
18,http://www.geograph.org.uk/geophotos/00/00/01/000188_4d635204.jpg,http://www.geograph.org.uk/photo/188,representative,"Clarkes' Farm, Berks","Clarke's Farm, Farley Hill, Berkshire, taken from the minor road through Farley Hill to Swallowfield.",Countryside feature,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.3742,-0.929539,SU7464,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.159855,640,427,1.5
19,http://www.geograph.org.uk/geophotos/00/00/01/000196_51d3b180.jpg,http://www.geograph.org.uk/photo/196,representative,"Mortimer, Berks","Little Park Farm, Mortimer, Berkshire",Farm,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.366,-1.03029,SU6763,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.308901,640,427,1.5
20,http://www.geograph.org.uk/geophotos/00/00/02/000200_8d33c54b.jpg,http://www.geograph.org.uk/photo/200,representative,"Mortimer West End, Berks","The Turner's Arms PH, Mortimer West End, Berkshire",Public house,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.3754,-1.0732,SU6464,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.0649404,640,427,1.5
21,http://www.geograph.org.uk/geophotos/00/00/02/000204_4e440694.jpg,http://www.geograph.org.uk/photo/204,representative,"Aldermaston, Berks","The entrance to Decoy Heath Nature Reserve, Aldermaston, Berkshire",Nature Reserve,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,27/04/2009 10:40,51.3667,-1.11648,SU6163,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,4,1,640,427,1.5
22,http://www.geograph.org.uk/geophotos/00/00/02/000206_fec157a9.jpg,http://www.geograph.org.uk/photo/206,representative,"Padworth, Berks","This entrance to The Croft Equestrian Centre at Padworth Common, Berkshire, is in this square",Equestrian centre,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.3756,-1.10194,SU6264,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.397998,640,427,1.5
23,http://www.geograph.org.uk/geophotos/00/00/02/000222_a3a85843.jpg,http://www.geograph.org.uk/photo/222,representative,"Ruined church. (Midley, Romney Marsh, Kent).",all that is left of the old church on the marsh.,Historic building,Paul Russon,http://www.geograph.org.uk/profile/21,28/04/2009 06:30,50.9718,0.893336,TR0323,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.795169,640,480,1.33
24,http://www.geograph.org.uk/geophotos/00/00/02/000251_ab9a869f.jpg,http://www.geograph.org.uk/photo/251,representative,Wimborne Minster,Picture taken from beside the River Stour in the very south of the square looking north towards the A31 and Wimborne Minster.,Open countryside,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,50.7945,-1.95034,SZ0399,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.781852,640,427,1.5
25,http://www.geograph.org.uk/geophotos/00/00/02/000252_5f28808b.jpg,http://www.geograph.org.uk/photo/252,representative,Avon Heath,The Avon Heath Visitor Centre in the northwest of the square.,Countryside feature,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,50.8213,-1.82252,SU1202,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.523753,640,427,1.5
26,http://www.geograph.org.uk/geophotos/00/00/02/000265_71303efc.jpg,http://www.geograph.org.uk/photo/265,representative,The Royal Military Canal,"West of Hythe.  With the Romney, Hythe and Dymchurch light railway beyond the canal.",Lakes and Rivers,Lisa Fulcher,http://www.geograph.org.uk/profile/16,28/04/2009 06:30,51.0692,1.06203,TR1434,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.273206,640,480,1.33
27,http://www.geograph.org.uk/geophotos/00/00/02/000273_871cbc43.jpg,http://www.geograph.org.uk/photo/273,representative,Near Farley Hill,"The A327 road, looking north near the junction to Arborfield Garrison",Village,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.3739,-0.900807,SU7664,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.794774,640,427,1.5
28,http://www.geograph.org.uk/geophotos/00/00/02/000274_28795c5d.jpg,http://www.geograph.org.uk/photo/274,representative,Near Farley Hill,From Jouldings Lane looking south towards Bulloway's Farm,Farmland,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.365,-0.915385,SU7563,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.154251,640,427,1.5
29,http://www.geograph.org.uk/geophotos/00/00/02/000277_a7514ff9.jpg,http://www.geograph.org.uk/photo/277,representative,Arborfield,From the very southeast corner of the square looking northwest,Farmland,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.3921,-0.929119,SU7466,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.386935,640,427,1.5
30,http://www.geograph.org.uk/geophotos/00/00/02/000278_1f6df1f4.jpg,http://www.geograph.org.uk/photo/278,representative,Arborfield,Looking southwest along the lane outside Tanner's Dairy,Village,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.3832,-0.929329,SU7465,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.471919,640,427,1.5
31,http://www.geograph.org.uk/geophotos/00/00/02/000279_00702d33.jpg,http://www.geograph.org.uk/photo/279,representative,Arborfield,Looking northeast from the southwest corner of the square towards White's Farm and Arborfield Court,Countryside feature,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.392,-0.914747,SU7566,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.198793,640,427,1.5
32,http://www.geograph.org.uk/geophotos/00/00/02/000280_f6a411cb.jpg,http://www.geograph.org.uk/photo/280,representative,Arborfield,This picture was taken in the Arborfield Garrison looking northwest from about the middle of the square. Almost the whole square is army property and difficult to photograph.,Village,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,27/04/2009 10:40,51.3829,-0.900592,SU7665,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,5,1,640,427,1.5
33,http://www.geograph.org.uk/geophotos/00/00/02/000281_556edd7f.jpg,http://www.geograph.org.uk/photo/281,representative,Arborfield,From midway down the east side of the square looking west across the garrison.,Countryside feature,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,27/04/2009 10:40,51.3828,-0.886223,SU7765,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,4,1,640,427,1.5
34,http://www.geograph.org.uk/geophotos/00/00/02/000283_e3d39cf7.jpg,http://www.geograph.org.uk/photo/283,representative,Barkham,Looking southeast along Barkham Ride,Village,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.3825,-0.857487,SU7965,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.578206,640,427,1.5
35,http://www.geograph.org.uk/geophotos/00/00/02/000285_edd604ac.jpg,http://www.geograph.org.uk/photo/285,representative,Finchampstead,"Looking northwest across Waverley School, just south of mid-square",School,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.3915,-0.857263,SU7966,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.294652,640,427,1.5
36,http://www.geograph.org.uk/geophotos/00/00/02/000286_8602b231.jpg,http://www.geograph.org.uk/photo/286,representative,Wokingham,Looking north towards Wokingham from the major junction at The Throat,Urban landmark,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.3913,-0.842892,SU8066,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.738641,640,427,1.5
37,http://www.geograph.org.uk/geophotos/00/00/02/000288_e4a91c3c.jpg,http://www.geograph.org.uk/photo/288,representative,Finchampstead,Looking east towards Larchwood Farm from White Horse Lane.,Farm buildings,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.3736,-0.872076,SU7864,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.809248,640,427,1.5
38,http://www.geograph.org.uk/geophotos/00/00/03/000320_2851bef7.jpg,http://www.geograph.org.uk/photo/320,representative,"Lydd Airport, Kent.",this is a picture of some of the buildings at Lydd Airport. Now called London Ashford Lydd Airport!!,Airport,Paul Russon,http://www.geograph.org.uk/profile/21,27/04/2009 10:40,50.9553,0.940595,TR0621,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,5,1,640,480,1.33
39,http://www.geograph.org.uk/geophotos/00/00/03/000324_02a4fc8d.jpg,http://www.geograph.org.uk/photo/324,representative,Great Wood,Looking Northwest from footpath to Ribston Hall.,Farmland,Paul Allison,http://www.geograph.org.uk/profile/12,28/04/2009 06:30,53.9849,-1.41281,SE3854,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.83032,640,480,1.33
40,http://www.geograph.org.uk/geophotos/00/00/03/000325_6cf93c0a.jpg,http://www.geograph.org.uk/photo/325,representative,Near Plompton Rocks.,"View North along old B6163, now closed to traffic.",Road (disused),Paul Allison,http://www.geograph.org.uk/profile/12,28/04/2009 06:30,53.9851,-1.45856,SE3554,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.723853,640,480,1.33
41,http://www.geograph.org.uk/geophotos/00/00/03/000335_1a550c65.jpg,http://www.geograph.org.uk/photo/335,representative,SU9066 Ascot,The entrance to Beaumont Forest sawmill on the A332.,Road,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,27/04/2009 11:25,51.3898,-0.699189,SU9066,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,7,1,640,427,1.5
42,http://www.geograph.org.uk/geophotos/00/00/03/000340_a49458b3.jpg,http://www.geograph.org.uk/photo/340,representative,Sunninghill,St Michael and All Angels Church on the east side of the square. Looking northwest towards the church.,Church,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.4073,-0.655554,SU9368,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.128306,640,427,1.5
43,http://www.geograph.org.uk/geophotos/00/00/03/000342_bd5e83e8.jpg,http://www.geograph.org.uk/photo/342,representative,Ascot,"The Club House of the Berkshire Golf Club, off the A332.",Clubhouse,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.3808,-0.699444,SU9065,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.469972,640,427,1.5
44,http://www.geograph.org.uk/geophotos/00/00/03/000343_f94f5ecf.jpg,http://www.geograph.org.uk/photo/343,representative,SU8566 Great Hollands,"The Great Hollands Recreation Ground, in the east of the square. Great Hollands is part of the huge sprawl called Bracknell.",Recreation ground,Brendan and Ruth McCartney,http://www.geograph.org.uk/profile/22,28/04/2009 06:30,51.3906,-0.771039,SU8566,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.964943,640,427,1.5
45,http://www.geograph.org.uk/geophotos/00/00/03/000350_625bae84.jpg,http://www.geograph.org.uk/photo/350,representative,The Cricketers Inn Steep,Looking north towards Stoner Hill.,Village,Martyn Pattison,http://www.geograph.org.uk/profile/8,28/04/2009 06:30,51.0236,-0.951893,SU7325,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.414799,640,480,1.33
46,http://www.geograph.org.uk/geophotos/00/00/03/000367_f0b8dd2a.jpg,http://www.geograph.org.uk/photo/367,representative,Baldock bypass construction on Clothall Common,"Taken March 2005, you can see construction work on the Baldock bypass on the chalky landscape of Clothall Common",Open countryside,Paul Dixon,http://www.geograph.org.uk/profile/2,28/04/2009 06:30,51.981,-0.173721,TL2533,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.179166,640,480,1.33
47,http://www.geograph.org.uk/geophotos/00/00/03/000372_f8b01998.jpg,http://www.geograph.org.uk/photo/372,representative,"London Road, Baldock","Taken from TL246325 looking north, this shows London Road as it heads into the town of Baldock. While ordinary looking now, it was once a major Roman road and part of the medieval Great North Road, which ultimately became the A1, which now runs 600m west of this position.",Urban landscape,Paul Dixon,http://www.geograph.org.uk/profile/2,28/04/2009 06:30,51.9788,-0.184165,TL2432,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.651434,640,480,1.33
48,http://www.geograph.org.uk/geophotos/00/00/04/000400_a34b7472.jpg,http://www.geograph.org.uk/photo/400,representative,Sundon Hills,"From Sundon Hills, looking North east.  Sundon Hills are believed to be the inspiration for 'The Delectable Mountains' in John Bunyan's 'The Pilgrim's Progress'.",Farmland,Peter Roberts,http://www.geograph.org.uk/profile/9,28/04/2009 06:30,51.9456,-0.474359,TL0428,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.719671,640,426,1.5
49,http://www.geograph.org.uk/geophotos/00/00/04/000408_f0edec9a.jpg,http://www.geograph.org.uk/photo/408,representative,Forest Lane Farm,Forest Lane Farm on the Western edge of SK1578,Farm,George Griffin,http://www.geograph.org.uk/profile/19,28/04/2009 06:30,53.3029,-1.76738,SK1578,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.644052,640,480,1.33
50,http://www.geograph.org.uk/geophotos/00/00/04/000414_7dc7ba8e.jpg,http://www.geograph.org.uk/photo/414,representative,Road junction between Upper Sundon & Streatley,"The road in the foreground goes to Upper Sundon, Streatley to the left and Lower Sundon to the right.",Road junction,Peter Roberts,http://www.geograph.org.uk/profile/9,28/04/2009 06:30,51.9356,-0.465243,TL0527,http://creativecommons.org/licenses/by-sa/2.0/,image/jpeg,0,0.0612458,640,426,1.5
